,order_id,order_date,delivery_date,customer_name,gender,age,city,state,product_id,price_per_unit,quantity,total_price,product_ID,product_type,product_name,size,colour,price,stock,description,time_arrivale,cumulative
1291,266,2021-03-10,2021-03-20,Hort Ridding,Agender,57,West Ashley,South Australia,1212,105,1,105,1212,Trousers,Pleated,M,blue,90,66,"A blue coloured, M sized, Pleated Trousers",10,263959
1292,266,2021-03-10,2021-03-20,Hort Ridding,Agender,57,West Ashley,South Australia,1258,112,2,224,1258,Trousers,Tracksuit Bottoms,L,violet,91,45,"A violet coloured, L sized, Tracksuit Bottoms Trousers",10,264183
1293,266,2021-03-10,2021-03-20,Hort Ridding,Agender,57,West Ashley,South Australia,1098,115,1,115,1098,Trousers,Cropped,L,yellow,99,60,"A yellow coloured, L sized, Cropped Trousers",10,264298
1294,267,2021-09-11,2021-09-12,Ninon Corteney,Non-binary,55,Sauerfort,Western Australia,252,95,1,95,252,Shirt,Polo,M,orange,117,67,"A orange coloured, M sized, Polo Shirt",1,264393
1295,267,2021-09-11,2021-09-12,Ninon Corteney,Non-binary,55,Sauerfort,Western Australia,298,105,2,210,298,Shirt,Cuban Collar,L,green,93,58,"A green coloured, L sized, Cuban Collar Shirt",1,264603
1296,267,2021-09-11,2021-09-12,Ninon Corteney,Non-binary,55,Sauerfort,Western Australia,372,94,3,282,372,Shirt,Henley,M,blue,92,42,"A blue coloured, M sized, Henley Shirt",1,264885
1297,267,2021-09-11,2021-09-12,Ninon Corteney,Non-binary,55,Sauerfort,Western Australia,1069,93,3,279,1069,Trousers,Joggers,XL,green,94,56,"A green coloured, XL sized, Joggers Trousers",1,265164
1298,268,2021-03-16,2021-04-10,Leroi Weal,Polygender,63,Lake Rose,Western Australia,1117,115,1,115,1117,Trousers,Cropped,M,violet,99,47,"A violet coloured, M sized, Cropped Trousers",25,265279
1299,268,2021-03-16,2021-04-10,Leroi Weal,Polygender,63,Lake Rose,Western Australia,1224,105,1,105,1224,Trousers,Pleated,XL,violet,90,65,"A violet coloured, XL sized, Pleated Trousers",25,265384
1300,269,2021-02-05,2021-02-22,Matthiew Hinckes,Female,51,Lake Hannah,Queensland,1210,105,3,315,1210,Trousers,Pleated,XS,blue,90,62,"A blue coloured, XS sized, Pleated Trousers",17,265699
1301,269,2021-02-05,2021-02-22,Matthiew Hinckes,Female,51,Lake Hannah,Queensland,730,119,3,357,730,Jacket,Trench Coat,XS,violet,112,64,"A violet coloured, XS sized, Trench Coat Jacket",17,266056
1302,269,2021-02-05,2021-02-22,Matthiew Hinckes,Female,51,Lake Hannah,Queensland,103,118,2,236,103,Shirt,Flannel,L,violet,96,76,"A violet coloured, L sized, Flannel Shirt",17,266292
1303,270,2021-03-02,2021-03-27,Lin Norville,Male,42,Russelstad,Victoria,390,119,1,119,390,Shirt,Casual Slim Fit,XS,orange,113,43,"A orange coloured, XS sized, Casual Slim Fit Shirt",25,266411
1304,270,2021-03-02,2021-03-27,Lin Norville,Male,42,Russelstad,Victoria,313,105,2,210,313,Shirt,Cuban Collar,L,violet,93,78,"A violet coloured, L sized, Cuban Collar Shirt",25,266621
1305,270,2021-03-02,2021-03-27,Lin Norville,Male,42,Russelstad,Victoria,1150,102,2,204,1150,Trousers,Cargo Pants,XS,violet,106,40,"A violet coloured, XS sized, Cargo Pants Trousers",25,266825
1306,270,2021-03-02,2021-03-27,Lin Norville,Male,42,Russelstad,Victoria,857,113,3,339,857,Trousers,Chinos,M,green,100,49,"A green coloured, M sized, Chinos Trousers",25,267164
1307,270,2021-03-02,2021-03-27,Lin Norville,Male,42,Russelstad,Victoria,1138,102,2,204,1138,Trousers,Cargo Pants,L,green,106,42,"A green coloured, L sized, Cargo Pants Trousers",25,267368
1308,270,2021-03-02,2021-03-27,Lin Norville,Male,42,Russelstad,Victoria,1128,102,1,102,1128,Trousers,Cargo Pants,L,orange,106,78,"A orange coloured, L sized, Cargo Pants Trousers",25,267470
1309,271,2021-06-07,2021-06-09,Faber Purcell,Female,78,Andrewborough,New South Wales,1103,115,3,345,1103,Trousers,Cropped,L,green,99,55,"A green coloured, L sized, Cropped Trousers",2,267815
1310,271,2021-06-07,2021-06-09,Faber Purcell,Female,78,Andrewborough,New South Wales,253,95,1,95,253,Shirt,Polo,L,orange,117,63,"A orange coloured, L sized, Polo Shirt",2,267910
1311,271,2021-06-07,2021-06-09,Faber Purcell,Female,78,Andrewborough,New South Wales,999,106,1,106,999,Trousers,Wool,XL,green,111,48,"A green coloured, XL sized, Wool Trousers",2,268016
1312,271,2021-06-07,2021-06-09,Faber Purcell,Female,78,Andrewborough,New South Wales,943,96,1,96,943,Trousers,Drawstring,L,violet,104,62,"A violet coloured, L sized, Drawstring Trousers",2,268112
1313,272,2021-01-20,2021-01-31,Hillary Guiness,Agender,27,Harrismouth,Queensland,826,117,1,117,826,Jacket,Shearling,S,blue,95,72,"A blue coloured, S sized, Shearling Jacket",11,268229
1314,273,2021-10-07,2021-11-03,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,889,94,2,188,889,Trousers,Cords,XL,yellow,113,65,"A yellow coloured, XL sized, Cords Trousers",27,268417
1315,273,2021-10-07,2021-11-03,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,749,109,1,109,749,Jacket,Peacoat,XL,yellow,102,53,"A yellow coloured, XL sized, Peacoat Jacket",27,268526
1316,273,2021-10-07,2021-11-03,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,596,112,3,336,596,Jacket,Cardigan,S,red,118,47,"A red coloured, S sized, Cardigan Jacket",27,268862
1317,273,2021-10-07,2021-11-03,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,522,102,1,102,522,Jacket,Windbreaker,M,violet,109,64,"A violet coloured, M sized, Windbreaker Jacket",27,268964
1318,274,2021-04-13,2021-04-27,Chadwick Cruddas,Agender,41,West Bailey,Victoria,942,96,1,96,942,Trousers,Drawstring,M,violet,104,73,"A violet coloured, M sized, Drawstring Trousers",14,269060
1319,274,2021-04-13,2021-04-27,Chadwick Cruddas,Agender,41,West Bailey,Victoria,1140,102,2,204,1140,Trousers,Cargo Pants,XS,blue,106,73,"A blue coloured, XS sized, Cargo Pants Trousers",14,269264
1320,274,2021-04-13,2021-04-27,Chadwick Cruddas,Agender,41,West Bailey,Victoria,73,118,3,354,73,Shirt,Flannel,L,red,96,77,"A red coloured, L sized, Flannel Shirt",14,269618
1321,274,2021-04-13,2021-04-27,Chadwick Cruddas,Agender,41,West Bailey,Victoria,1225,112,1,112,1225,Trousers,Tracksuit Bottoms,XS,red,91,55,"A red coloured, XS sized, Tracksuit Bottoms Trousers",14,269730
1322,274,2021-04-13,2021-04-27,Chadwick Cruddas,Agender,41,West Bailey,Victoria,513,102,3,306,513,Jacket,Windbreaker,L,blue,109,41,"A blue coloured, L sized, Windbreaker Jacket",14,270036
1323,274,2021-04-13,2021-04-27,Chadwick Cruddas,Agender,41,West Bailey,Victoria,581,100,1,100,581,Jacket,Bomber,S,blue,90,50,"A blue coloured, S sized, Bomber Jacket",14,270136
1324,275,2021-01-05,2021-01-15,Valery Pache,Polygender,53,South Claudialand,Western Australia,4,96,3,288,4,Shirt,Oxford Cloth,XL,red,114,47,"A red coloured, XL sized, Oxford Cloth Shirt",10,270424
1325,275,2021-01-05,2021-01-15,Valery Pache,Polygender,53,South Claudialand,Western Australia,1217,105,3,315,1217,Trousers,Pleated,M,indigo,90,48,"A indigo coloured, M sized, Pleated Trousers",10,270739
1326,275,2021-01-05,2021-01-15,Valery Pache,Polygender,53,South Claudialand,Western Australia,1190,105,3,315,1190,Trousers,Pleated,XS,red,90,42,"A red coloured, XS sized, Pleated Trousers",10,271054
1327,275,2021-01-05,2021-01-15,Valery Pache,Polygender,53,South Claudialand,Western Australia,420,107,2,214,420,Jacket,Denim,XS,red,92,60,"A red coloured, XS sized, Denim Jacket",10,271268
1328,275,2021-01-05,2021-01-15,Valery Pache,Polygender,53,South Claudialand,Western Australia,867,113,1,113,867,Trousers,Chinos,M,indigo,100,64,"A indigo coloured, M sized, Chinos Trousers",10,271381
1329,276,2021-06-20,2021-06-24,Edee Wildt,Bigender,56,East Charlesfurt,Northern Territory,1134,102,3,306,1134,Trousers,Cargo Pants,XL,yellow,106,52,"A yellow coloured, XL sized, Cargo Pants Trousers",4,271687
1330,276,2021-06-20,2021-06-24,Edee Wildt,Bigender,56,East Charlesfurt,Northern Territory,951,97,1,97,951,Trousers,Slim-Fit,S,orange,119,55,"A orange coloured, S sized, Slim-Fit Trousers",4,271784
1331,276,2021-06-20,2021-06-24,Edee Wildt,Bigender,56,East Charlesfurt,Northern Territory,1178,99,1,99,1178,Trousers,High-Waisted,L,blue,98,57,"A blue coloured, L sized, High-Waisted Trousers",4,271883
1332,276,2021-06-20,2021-06-24,Edee Wildt,Bigender,56,East Charlesfurt,Northern Territory,1060,93,3,279,1060,Trousers,Joggers,XS,yellow,94,62,"A yellow coloured, XS sized, Joggers Trousers",4,272162
1333,277,2021-04-05,2021-04-06,Ira Dafforne,Non-binary,57,Sophiemouth,Tasmania,690,113,2,226,690,Jacket,Parka,XS,indigo,119,57,"A indigo coloured, XS sized, Parka Jacket",1,272388
1334,277,2021-04-05,2021-04-06,Ira Dafforne,Non-binary,57,Sophiemouth,Tasmania,944,96,2,192,944,Trousers,Drawstring,XL,violet,104,80,"A violet coloured, XL sized, Drawstring Trousers",1,272580
1335,277,2021-04-05,2021-04-06,Ira Dafforne,Non-binary,57,Sophiemouth,Tasmania,1180,99,2,198,1180,Trousers,High-Waisted,XS,indigo,98,47,"A indigo coloured, XS sized, High-Waisted Trousers",1,272778
1336,277,2021-04-05,2021-04-06,Ira Dafforne,Non-binary,57,Sophiemouth,Tasmania,181,98,2,196,181,Shirt,Camp Collared,S,orange,112,62,"A orange coloured, S sized, Camp Collared Shirt",1,272974
1337,277,2021-04-05,2021-04-06,Ira Dafforne,Non-binary,57,Sophiemouth,Tasmania,740,109,3,327,740,Jacket,Peacoat,XS,orange,102,78,"A orange coloured, XS sized, Peacoat Jacket",1,273301
1338,277,2021-04-05,2021-04-06,Ira Dafforne,Non-binary,57,Sophiemouth,Tasmania,1037,90,3,270,1037,Trousers,Relaxed Leg,M,blue,95,72,"A blue coloured, M sized, Relaxed Leg Trousers",1,273571
1339,277,2021-04-05,2021-04-06,Ira Dafforne,Non-binary,57,Sophiemouth,Tasmania,126,92,2,184,126,Shirt,Denim,S,blue,115,47,"A blue coloured, S sized, Denim Shirt",1,273755
1340,278,2021-01-30,2021-02-13,Kinny Roget,Non-binary,67,Alexandramouth,New South Wales,1193,105,2,210,1193,Trousers,Pleated,L,red,90,70,"A red coloured, L sized, Pleated Trousers",14,273965
1341,278,2021-01-30,2021-02-13,Kinny Roget,Non-binary,67,Alexandramouth,New South Wales,534,98,2,196,534,Jacket,Leather,XL,orange,113,64,"A orange coloured, XL sized, Leather Jacket",14,274161
1342,278,2021-01-30,2021-02-13,Kinny Roget,Non-binary,67,Alexandramouth,New South Wales,92,118,3,354,92,Shirt,Flannel,M,blue,96,73,"A blue coloured, M sized, Flannel Shirt",14,274515
1343,278,2021-01-30,2021-02-13,Kinny Roget,Non-binary,67,Alexandramouth,New South Wales,248,95,1,95,248,Shirt,Polo,L,red,117,72,"A red coloured, L sized, Polo Shirt",14,274610
1344,278,2021-01-30,2021-02-13,Kinny Roget,Non-binary,67,Alexandramouth,New South Wales,637,93,1,93,637,Jacket,Coach,M,orange,115,72,"A orange coloured, M sized, Coach Jacket",14,274703
1345,278,2021-01-30,2021-02-13,Kinny Roget,Non-binary,67,Alexandramouth,New South Wales,232,106,1,106,232,Shirt,Chambray,M,blue,105,66,"A blue coloured, M sized, Chambray Shirt",14,274809
1346,279,2021-07-25,2021-07-28,Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,560,100,3,300,560,Jacket,Bomber,XS,red,90,76,"A red coloured, XS sized, Bomber Jacket",3,275109
1347,279,2021-07-25,2021-07-28,Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,15,96,2,192,15,Shirt,Oxford Cloth,XS,green,114,68,"A green coloured, XS sized, Oxford Cloth Shirt",3,275301
1348,279,2021-07-25,2021-07-28,Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,997,106,3,318,997,Trousers,Wool,M,green,111,41,"A green coloured, M sized, Wool Trousers",3,275619
1349,279,2021-07-25,2021-07-28,Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,707,119,1,119,707,Jacket,Trench Coat,M,orange,112,43,"A orange coloured, M sized, Trench Coat Jacket",3,275738
1350,279,2021-07-25,2021-07-28,Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,1073,93,1,93,1073,Trousers,Joggers,L,blue,94,75,"A blue coloured, L sized, Joggers Trousers",3,275831
1351,279,2021-07-25,2021-07-28,Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,136,92,1,92,136,Shirt,Denim,S,violet,115,54,"A violet coloured, S sized, Denim Shirt",3,275923
1352,279,2021-07-25,2021-07-28,Phillipe Gatecliffe,Male,35,Jettstad,Australian Capital Territory,755,109,3,327,755,Jacket,Peacoat,XS,blue,102,48,"A blue coloured, XS sized, Peacoat Jacket",3,276250
1353,280,2021-01-07,2021-01-08,Theodor Skipton,Bigender,68,Declanton,South Australia,502,102,1,102,502,Jacket,Windbreaker,M,yellow,109,52,"A yellow coloured, M sized, Windbreaker Jacket",1,276352
1354,280,2021-01-07,2021-01-08,Theodor Skipton,Bigender,68,Declanton,South Australia,1159,99,3,297,1159,Trousers,High-Waisted,XL,red,98,80,"A red coloured, XL sized, High-Waisted Trousers",1,276649
1355,280,2021-01-07,2021-01-08,Theodor Skipton,Bigender,68,Declanton,South Australia,459,118,1,118,459,Jacket,Puffer,XL,red,110,41,"A red coloured, XL sized, Puffer Jacket",1,276767
1356,281,2021-07-03,2021-07-15,Isahella Enrique,Polygender,59,West Phoenix,New South Wales,649,93,1,93,649,Jacket,Coach,XL,green,115,48,"A green coloured, XL sized, Coach Jacket",12,276860
1357,281,2021-07-03,2021-07-15,Isahella Enrique,Polygender,59,West Phoenix,New South Wales,994,106,3,318,994,Trousers,Wool,XL,yellow,111,72,"A yellow coloured, XL sized, Wool Trousers",12,277178
1358,281,2021-07-03,2021-07-15,Isahella Enrique,Polygender,59,West Phoenix,New South Wales,486,118,3,354,486,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket",12,277532
1359,281,2021-07-03,2021-07-15,Isahella Enrique,Polygender,59,West Phoenix,New South Wales,639,93,1,93,639,Jacket,Coach,XL,orange,115,46,"A orange coloured, XL sized, Coach Jacket",12,277625
1360,281,2021-07-03,2021-07-15,Isahella Enrique,Polygender,59,West Phoenix,New South Wales,1157,99,3,297,1157,Trousers,High-Waisted,M,red,98,59,"A red coloured, M sized, High-Waisted Trousers",12,277922
1361,281,2021-07-03,2021-07-15,Isahella Enrique,Polygender,59,West Phoenix,New South Wales,624,112,1,112,624,Jacket,Cardigan,XL,indigo,118,78,"A indigo coloured, XL sized, Cardigan Jacket",12,278034
1362,281,2021-07-03,2021-07-15,Isahella Enrique,Polygender,59,West Phoenix,New South Wales,321,109,1,109,321,Shirt,Mandarin Collar,S,orange,108,52,"A orange coloured, S sized, Mandarin Collar Shirt",12,278143
1363,281,2021-07-03,2021-07-15,Isahella Enrique,Polygender,59,West Phoenix,New South Wales,363,94,3,282,363,Shirt,Henley,L,yellow,92,62,"A yellow coloured, L sized, Henley Shirt",12,278425
1364,281,2021-07-03,2021-07-15,Isahella Enrique,Polygender,59,West Phoenix,New South Wales,51,104,3,312,51,Shirt,Dress,S,green,119,60,"A green coloured, S sized, Dress Shirt",12,278737
1365,282,2021-03-30,2021-04-18,Datha Vicary,Agender,32,New Rileybury,South Australia,52,104,2,208,52,Shirt,Dress,M,green,119,65,"A green coloured, M sized, Dress Shirt",19,278945
1366,282,2021-03-30,2021-04-18,Datha Vicary,Agender,32,New Rileybury,South Australia,537,98,1,98,537,Jacket,Leather,M,yellow,113,77,"A yellow coloured, M sized, Leather Jacket",19,279043
1367,282,2021-03-30,2021-04-18,Datha Vicary,Agender,32,New Rileybury,South Australia,481,118,1,118,481,Jacket,Puffer,S,indigo,110,62,"A indigo coloured, S sized, Puffer Jacket",19,279161
1368,282,2021-03-30,2021-04-18,Datha Vicary,Agender,32,New Rileybury,South Australia,1207,105,2,210,1207,Trousers,Pleated,M,green,90,41,"A green coloured, M sized, Pleated Trousers",19,279371
1369,282,2021-03-30,2021-04-18,Datha Vicary,Agender,32,New Rileybury,South Australia,611,112,1,112,611,Jacket,Cardigan,S,green,118,62,"A green coloured, S sized, Cardigan Jacket",19,279483
1370,282,2021-03-30,2021-04-18,Datha Vicary,Agender,32,New Rileybury,South Australia,427,107,2,214,427,Jacket,Denim,M,orange,92,48,"A orange coloured, M sized, Denim Jacket",19,279697
1371,282,2021-03-30,2021-04-18,Datha Vicary,Agender,32,New Rileybury,South Australia,74,118,2,236,74,Shirt,Flannel,XL,red,96,72,"A red coloured, XL sized, Flannel Shirt",19,279933
1372,282,2021-03-30,2021-04-18,Datha Vicary,Agender,32,New Rileybury,South Australia,1106,115,2,230,1106,Trousers,Cropped,S,blue,99,62,"A blue coloured, S sized, Cropped Trousers",19,280163
1373,283,2021-09-04,2021-09-15,De Lourens,Genderqueer,75,North Paige,New South Wales,67,104,1,104,67,Shirt,Dress,M,violet,119,41,"A violet coloured, M sized, Dress Shirt",11,280267
1374,283,2021-09-04,2021-09-15,De Lourens,Genderqueer,75,North Paige,New South Wales,1239,112,1,112,1239,Trousers,Tracksuit Bottoms,XL,yellow,91,59,"A yellow coloured, XL sized, Tracksuit Bottoms Trousers",11,280379
1375,283,2021-09-04,2021-09-15,De Lourens,Genderqueer,75,North Paige,New South Wales,1213,105,3,315,1213,Trousers,Pleated,L,blue,90,79,"A blue coloured, L sized, Pleated Trousers",11,280694
1376,283,2021-09-04,2021-09-15,De Lourens,Genderqueer,75,North Paige,New South Wales,1119,115,3,345,1119,Trousers,Cropped,XL,violet,99,64,"A violet coloured, XL sized, Cropped Trousers",11,281039
1377,283,2021-09-04,2021-09-15,De Lourens,Genderqueer,75,North Paige,New South Wales,168,91,2,182,168,Shirt,Linen,L,indigo,116,75,"A indigo coloured, L sized, Linen Shirt",11,281221
1378,283,2021-09-04,2021-09-15,De Lourens,Genderqueer,75,North Paige,New South Wales,606,112,1,112,606,Jacket,Cardigan,S,yellow,118,79,"A yellow coloured, S sized, Cardigan Jacket",11,281333
1379,283,2021-09-04,2021-09-15,De Lourens,Genderqueer,75,North Paige,New South Wales,1113,115,1,115,1113,Trousers,Cropped,L,indigo,99,63,"A indigo coloured, L sized, Cropped Trousers",11,281448
1380,283,2021-09-04,2021-09-15,De Lourens,Genderqueer,75,North Paige,New South Wales,288,105,1,105,288,Shirt,Cuban Collar,L,orange,93,65,"A orange coloured, L sized, Cuban Collar Shirt",11,281553
1381,283,2021-09-04,2021-09-15,De Lourens,Genderqueer,75,North Paige,New South Wales,392,119,3,357,392,Shirt,Casual Slim Fit,M,orange,113,47,"A orange coloured, M sized, Casual Slim Fit Shirt",11,281910
1382,284,2021-04-29,2021-05-16,Ailina Kynan,Genderqueer,71,Handborough,South Australia,1057,93,1,93,1057,Trousers,Joggers,M,orange,94,52,"A orange coloured, M sized, Joggers Trousers",17,282003
1383,284,2021-04-29,2021-05-16,Ailina Kynan,Genderqueer,71,Handborough,South Australia,1016,90,2,180,1016,Trousers,Relaxed Leg,S,red,95,70,"A red coloured, S sized, Relaxed Leg Trousers",17,282183
1384,285,2021-09-25,2021-10-20,Bartel Clemendet,Genderqueer,43,Kiehnfurt,South Australia,1223,105,2,210,1223,Trousers,Pleated,L,violet,90,48,"A violet coloured, L sized, Pleated Trousers",25,282393
1385,285,2021-09-25,2021-10-20,Bartel Clemendet,Genderqueer,43,Kiehnfurt,South Australia,948,97,2,194,948,Trousers,Slim-Fit,L,red,119,80,"A red coloured, L sized, Slim-Fit Trousers",25,282587
1386,286,2021-01-05,2021-01-08,Rebecka Fabler,Polygender,32,Kohlerberg,Queensland,740,109,1,109,740,Jacket,Peacoat,XS,orange,102,78,"A orange coloured, XS sized, Peacoat Jacket",3,282696
1387,286,2021-01-05,2021-01-08,Rebecka Fabler,Polygender,32,Kohlerberg,Queensland,982,106,3,318,982,Trousers,Wool,M,red,111,58,"A red coloured, M sized, Wool Trousers",3,283014
1388,286,2021-01-05,2021-01-08,Rebecka Fabler,Polygender,32,Kohlerberg,Queensland,719,119,3,357,719,Jacket,Trench Coat,XL,green,112,53,"A green coloured, XL sized, Trench Coat Jacket",3,283371
1389,286,2021-01-05,2021-01-08,Rebecka Fabler,Polygender,32,Kohlerberg,Queensland,802,91,2,182,802,Jacket,Pullover,M,violet,114,78,"A violet coloured, M sized, Pullover Jacket",3,283553
1390,286,2021-01-05,2021-01-08,Rebecka Fabler,Polygender,32,Kohlerberg,Queensland,285,105,3,315,285,Shirt,Cuban Collar,XS,orange,93,62,"A orange coloured, XS sized, Cuban Collar Shirt",3,283868
1391,286,2021-01-05,2021-01-08,Rebecka Fabler,Polygender,32,Kohlerberg,Queensland,741,109,1,109,741,Jacket,Peacoat,S,orange,102,73,"A orange coloured, S sized, Peacoat Jacket",3,283977
1392,287,2021-09-09,2021-10-03,Gibbie Beardall,Polygender,67,South Levi,New South Wales,977,97,1,97,977,Trousers,Slim-Fit,M,violet,119,51,"A violet coloured, M sized, Slim-Fit Trousers",24,284074
1393,287,2021-09-09,2021-10-03,Gibbie Beardall,Polygender,67,South Levi,New South Wales,607,112,3,336,607,Jacket,Cardigan,M,yellow,118,64,"A yellow coloured, M sized, Cardigan Jacket",24,284410
1394,287,2021-09-09,2021-10-03,Gibbie Beardall,Polygender,67,South Levi,New South Wales,755,109,3,327,755,Jacket,Peacoat,XS,blue,102,48,"A blue coloured, XS sized, Peacoat Jacket",24,284737
1395,288,2021-10-13,2021-10-16,Loni Tort,Polygender,58,Joelmouth,Australian Capital Territory,84,118,3,354,84,Shirt,Flannel,XL,yellow,96,72,"A yellow coloured, XL sized, Flannel Shirt",3,285091
1396,288,2021-10-13,2021-10-16,Loni Tort,Polygender,58,Joelmouth,Australian Capital Territory,519,102,3,306,519,Jacket,Windbreaker,XL,indigo,109,60,"A indigo coloured, XL sized, Windbreaker Jacket",3,285397
1397,288,2021-10-13,2021-10-16,Loni Tort,Polygender,58,Joelmouth,Australian Capital Territory,715,119,1,119,715,Jacket,Trench Coat,XS,green,112,62,"A green coloured, XS sized, Trench Coat Jacket",3,285516
1398,288,2021-10-13,2021-10-16,Loni Tort,Polygender,58,Joelmouth,Australian Capital Territory,788,91,2,182,788,Jacket,Pullover,L,green,114,72,"A green coloured, L sized, Pullover Jacket",3,285698
1399,288,2021-10-13,2021-10-16,Loni Tort,Polygender,58,Joelmouth,Australian Capital Territory,888,94,3,282,888,Trousers,Cords,L,yellow,113,62,"A yellow coloured, L sized, Cords Trousers",3,285980
1400,288,2021-10-13,2021-10-16,Loni Tort,Polygender,58,Joelmouth,Australian Capital Territory,1203,105,1,105,1203,Trousers,Pleated,L,yellow,90,62,"A yellow coloured, L sized, Pleated Trousers",3,286085
1401,288,2021-10-13,2021-10-16,Loni Tort,Polygender,58,Joelmouth,Australian Capital Territory,847,113,2,226,847,Trousers,Chinos,M,orange,100,73,"A orange coloured, M sized, Chinos Trousers",3,286311
1402,288,2021-10-13,2021-10-16,Loni Tort,Polygender,58,Joelmouth,Australian Capital Territory,395,119,1,119,395,Shirt,Casual Slim Fit,XS,yellow,113,63,"A yellow coloured, XS sized, Casual Slim Fit Shirt",3,286430
1403,289,2021-01-26,2021-02-16,Michell Lappine,Polygender,34,East Sophia,Queensland,828,117,2,234,828,Jacket,Shearling,L,blue,95,64,"A blue coloured, L sized, Shearling Jacket",21,286664
1404,289,2021-01-26,2021-02-16,Michell Lappine,Polygender,34,East Sophia,Queensland,422,107,1,107,422,Jacket,Denim,M,red,92,43,"A red coloured, M sized, Denim Jacket",21,286771
1405,289,2021-01-26,2021-02-16,Michell Lappine,Polygender,34,East Sophia,Queensland,1141,102,1,102,1141,Trousers,Cargo Pants,S,blue,106,63,"A blue coloured, S sized, Cargo Pants Trousers",21,286873
1406,289,2021-01-26,2021-02-16,Michell Lappine,Polygender,34,East Sophia,Queensland,599,112,2,224,599,Jacket,Cardigan,XL,red,118,54,"A red coloured, XL sized, Cardigan Jacket",21,287097
1407,289,2021-01-26,2021-02-16,Michell Lappine,Polygender,34,East Sophia,Queensland,481,118,2,236,481,Jacket,Puffer,S,indigo,110,62,"A indigo coloured, S sized, Puffer Jacket",21,287333
1408,289,2021-01-26,2021-02-16,Michell Lappine,Polygender,34,East Sophia,Queensland,736,109,2,218,736,Jacket,Peacoat,S,red,102,67,"A red coloured, S sized, Peacoat Jacket",21,287551
1409,289,2021-01-26,2021-02-16,Michell Lappine,Polygender,34,East Sophia,Queensland,45,104,3,312,45,Shirt,Dress,XS,yellow,119,69,"A yellow coloured, XS sized, Dress Shirt",21,287863
1410,289,2021-01-26,2021-02-16,Michell Lappine,Polygender,34,East Sophia,Queensland,1045,90,1,90,1045,Trousers,Relaxed Leg,XS,violet,95,49,"A violet coloured, XS sized, Relaxed Leg Trousers",21,287953
1411,289,2021-01-26,2021-02-16,Michell Lappine,Polygender,34,East Sophia,Queensland,463,118,2,236,463,Jacket,Puffer,L,orange,110,66,"A orange coloured, L sized, Puffer Jacket",21,288189
1412,289,2021-01-26,2021-02-16,Michell Lappine,Polygender,34,East Sophia,Queensland,1150,102,2,204,1150,Trousers,Cargo Pants,XS,violet,106,40,"A violet coloured, XS sized, Cargo Pants Trousers",21,288393
1413,290,2021-08-01,2021-08-16,Konstantin Kuhlmey,Polygender,28,Swiftfort,New South Wales,780,91,1,91,780,Jacket,Pullover,XS,yellow,114,65,"A yellow coloured, XS sized, Pullover Jacket",15,288484
1414,290,2021-08-01,2021-08-16,Konstantin Kuhlmey,Polygender,28,Swiftfort,New South Wales,770,91,3,273,770,Jacket,Pullover,XS,red,114,54,"A red coloured, XS sized, Pullover Jacket",15,288757
1415,290,2021-08-01,2021-08-16,Konstantin Kuhlmey,Polygender,28,Swiftfort,New South Wales,916,96,2,192,916,Trousers,Drawstring,S,orange,104,58,"A orange coloured, S sized, Drawstring Trousers",15,288949
1416,290,2021-08-01,2021-08-16,Konstantin Kuhlmey,Polygender,28,Swiftfort,New South Wales,843,113,3,339,843,Trousers,Chinos,L,red,100,44,"A red coloured, L sized, Chinos Trousers",15,289288
1417,290,2021-08-01,2021-08-16,Konstantin Kuhlmey,Polygender,28,Swiftfort,New South Wales,143,91,1,91,143,Shirt,Linen,L,red,116,80,"A red coloured, L sized, Linen Shirt",15,289379
1418,291,2021-01-12,2021-02-05,Hadlee Douthwaite,Female,42,West Hamish,South Australia,443,107,3,321,443,Jacket,Denim,L,blue,92,42,"A blue coloured, L sized, Denim Jacket",24,289700
1419,291,2021-01-12,2021-02-05,Hadlee Douthwaite,Female,42,West Hamish,South Australia,810,117,3,351,810,Jacket,Shearling,XS,orange,95,54,"A orange coloured, XS sized, Shearling Jacket",24,290051
1420,291,2021-01-12,2021-02-05,Hadlee Douthwaite,Female,42,West Hamish,South Australia,800,91,3,273,800,Jacket,Pullover,XS,violet,114,61,"A violet coloured, XS sized, Pullover Jacket",24,290324
1421,291,2021-01-12,2021-02-05,Hadlee Douthwaite,Female,42,West Hamish,South Australia,287,105,2,210,287,Shirt,Cuban Collar,M,orange,93,49,"A orange coloured, M sized, Cuban Collar Shirt",24,290534
